Year,Edition,Card Number In set,Name,Team,Points,OnBase,Speed,Position,Handedness,Icon,Pop Up,Strikeout,Ground Ball,Fly Ball,Walk,Single,Single Plus,Double,Triple,Home Run
'01,1st,21,Luis Gonzalez,Diamondbacks,360,9,C,LF-RF+1,L,,-,-,1-,2-3,4-8,9-14,-,15-17,-,18-20
'03,P,33,Shannon Stewart,Blue Jays,300,11,13,LF-RF+1,R,,-,1-,2-4,5-6,7-9,10-15,16-17,18-19,-,20+
'03,UL,304,Shannon Stewart,Blue Jays,300,11,13,LF-RF+1,R,,-,1-,2-4,5-6,7-9,10-15,16-17,18-19,-,20+
'00,1st,53,*Juan Gonzalez,Tigers,520,9,B,LF-RF+0,R,,-,1-2,-,3-5,6-8,9-13,-,14-15,-,16-20
'02,UL,85,**Andres Galarraga,Expos,150,10,11,1B+0,R,,-,1-5,6-,-,8-11,12-15,-,16-18,-,19+
'05,UL,168,Shawn Green,Dodgers,260,10,11,"1B+0, LF-RF+1",L,,-,1-2,3-5,6-,7-10,11-16,-,17-18,-,19+
'00,DS,292,Robin Ventura,Mets,370,9,C,3B+3,L,,-,1-,2-,3-5,6-9,10-15,-,16-17,-,18-20
'00,1st,292,Robin Ventura,Mets,370,9,C,3B+3,L,,-,1-,2-,3-5,6-9,10-15,-,16-17,-,18-20
'02,UL,11,Scott Spiezio,Angels,220,10,15,1B+1,S,,-,1-,2-3,4-7,8-9,10-15,-,16-18,19-,20+
'03,UL,75,*John Vander Wal,Brewers,300,10,11,LF-RF+1,L,,-,1-2,3-,4-5,6-10,11-15,-,16-18,-,19+
'02,UL,64,*Alfonso Soriano,Yankees,340,10,18,2B+1,R,,-,1-3,4-,5-6,7-,8-13,14-16,17-18,19-,20+
'01,UL,202,Johnny Damon,Royals,350,9,A,"CF+2, LF-RF+1",L,,-,-,1-2,3-4,5-7,8-14,15-16,17-18,19-,20+
'01,1st,202,Johnny Damon,Royals,350,9,A,"CF+2, LF-RF+1",L,,-,-,1-2,3-4,5-7,8-14,15-16,17-18,19-,20+
'05,UL,5,Troy Glaus,Angels,260,10,10,3B+1,R,,-,1-2,3-4,5-6,7-11,12-15,-,16-17,-,18+
'03,RS,138,**Carlos Beltran '99,Royals,400,10,19,CF+2,S,RY,-,1-,2-3,4-5,6-8,9-15,16-17,18-19,-,20+
'03,UL,97,**Brandon Phillips,Indians,260,11,18,2B+3,R,R,-,1-2,3-4,5-8,9-,10-16,17-,18-,19-,20+
'03,UL,69,*Ben Davis,Mariners,270,9,10,C+6,S,,-,1-,2-3,4-5,6-7,8-12,-,13-17,-,18+
'01,1st,19,Greg Colbrunn,Diamondbacks,270,9,C,1B+0,R,,-,-,1-,2-3,4-9,10-16,-,17-18,-,19-20
'01,1st,111,Sean Casey,Reds,280,9,C,1B+0,L,,-,1-,2-3,4-,5-8,9-15,-,16-18,-,19-20
'01,P,111,Sean Casey,Reds,280,9,C,1B+0,L,,-,1-,2-3,4-,5-8,9-15,-,16-18,-,19-20
'04,UL,30,**Jose Cruz,Devil Rays,200,11,14,LF-RF+2,R,G,-,1-2,3-4,5-6,7-12,13-17,-,18-19,-,20+
'05,UL,58,Michael Barrett,Cubs,390,10,9,C+6,R,,-,-,1-3,4-5,6-8,9-15,-,16-18,19-,20+
'04,UL,46,**Miguel Cabrera,Marlins,240,10,14,"LF-RF+1, 3B+1",R,,-,1-2,3-4,5-6,7-9,10-15,-,16-18,-,19+
'05,UL,114,**Mark Grudzielanek,Cardinals,300,11,10,2B+3,R,,-,1-,2-4,5-6,7-8,9-17,-,18-19,-,20+
'03,UL,50,*Ronnie Belliard,Rockies,210,12,10,2B+3,R,,-,1-2,3-5,6-7,8-11,12-18,-,19-20,-,21+
'03,UL,98,**Fred McGriff,Dodgers,320,10,10,1B+0,L,,-,1-2,3-4,5-6,7-10,11-16,-,17-18,-,19+
'05,UL,117,Craig Monroe,Tigers,350,10,10,LF-RF+1,R,,-,1-,2-3,4-5,6-8,9-16,-,17-18,-,19+
'03,UL,30,Andruw Jones,Braves,280,10,12,CF+3,R,G,-,1-2,3-4,5-6,7-11,12-16,-,17-18,-,19+
'02,UL,257,Travis Lee,Phillies,170,10,12,1B+0,L,,-,1-2,3-4,5-6,7-11,12-16,-,17-18,-,19+
'05,UL,118,Carlos Pena,Tigers,210,10,12,1B+0,L,,-,1-2,3-4,5-6,7-11,12-16,-,17-18,-,19+
'05,UL,55,Jason Varitek,Red Sox,300,10,12,C+6,S,,-,1-2,3-4,5-6,7-10,11-15,-,16-18,-,19+
'02,UL,49,**Juan Uribe,Rockies,350,9,18,SS+2,R,,-,1-3,4-,5-6,-,7-13,-,14-15,16-18,19+
'04,UL,318,Rocco Baldelli,Devil Rays,290,10,18,CF+3,R,,-,1-2,3-4,5-6,7-8,9-15,16-18,19-20,21-,22+
'01,1st,49,*Chris Stynes,Red Sox,350,9,B,"2B+3, 3B+2",R,,-,1-,2-4,-,5-6,7-16,-,17-18,-,19-20
'04,UL,160,Angel Berroa,Royals,330,10,17,SS+3,R,RY,-,1-,2-4,5-6,7-8,9-15,16-,17-18,19-,20+
'04,UL,285,Jose Cruz,Giants,170,11,13,LF-RF+2,S,G,-,1-2,3-4,5-6,7-12,13-17,-,18-19,-,20+
'00,HRH,36,Andruw Jones,Braves,390,8,A,"CF+3, LF-RF+2",R,,-,1-,2-,3-4,5-9,10-13,14-,15-16,17-,18-20
'00,DS,36,Andruw Jones,Braves,390,8,A,"CF+3, LF-RF+2",R,,-,1-,2-,3-4,5-9,10-13,14-,15-16,17-,18-20
'00,1st,36,Andruw Jones,Braves,390,8,A,"CF+3, LF-RF+2",R,,-,1-,2-,3-4,5-9,10-13,14-,15-16,17-,18-20
'00,DS,36,Andruw Jones,Braves,390,8,A,"CF+3, LF-RF+2",R,,-,1-,2-,3-4,5-9,10-13,14-,15-16,17-,18-20
'02,UL,147,Craig Biggio,Astros,230,12,15,2B+1,R,,-,1-,2-5,6-7,8-12,13-18,-,19-,-,20+
'02,UL,29,Andruw Jones,Braves,260,9,16,"CF+3, LF-RF+2",R,,-,1-3,4-5,6-,7-10,11-15,16-,17-,-,18+
'01,1st,140,*Ken Caminiti,Rangers,380,9,B,3B+1,S,,-,1-,2-,3-,4-10,11-15,16-,17-,-,18-20
'04,UL,120,Preston Willson,Rockies,320,10,14,CF+0,R,,-,1-2,3-4,5-6,7-9,10-14,15-,16-18,-,19+
'04,UL,303,John Olerud,Mariners,170,11,8,1B+1,L,G,-,1-,2-4,5-6,7-11,12-17,-,18-19,-,20+
'04,P,27,Carlos Febles,Royals,20,12,21,2B+1,R,,-,1-3,4-6,7-10,11-,12-16,17-18,19-,20-21,22+
'05,UL,217,David Wright,Mets,310,10,12,3B+1,R,R,-,1-,2-3,4-6,7-8,9-15,-,16-18,-,19+
'03,UL,205,Nick Johnson,Yankees,190,10,9,1B+0,L,R,-,1-2,3-4,5-6,7-10,11-16,-,17-18,-,19+
'00,1st,375,Ellis Burks,Giants,440,9,B,LF-RF+0,R,,-,1-,2-,3-4,5-11,12-14,15-,16-,-,17-20
'02,UL,126,Shane Halter,Tigers,250,10,15,"3B+2, SS+1",R,,-,1-3,4-,5-6,7-9,10-15,-,16-18,19-,20+
'04,P,17,Luis Castillo,Marlins,300,11,20,2B+4,S,G,-,1-,2-5,6-,7-10,11-17,18-19,20-,-,21+
'04,UL,134,Luis Castillo,Marlins,300,11,20,2B+4,S,G,-,1-,2-5,6-,7-10,11-17,18-19,20-,-,21+
'03,UL,95,Todd Walker,Reds,330,11,12,2B+3,L,,-,1-,2-4,5-6,7-9,10-17,-,18-19,-,20+
'03,UL,83,*Rondell White,Padres,350,10,10,LF-RF+0,R,,-,1-,2-4,5-6,7-9,10-16,-,17-,-,18+
'05,UL,18,**Troy Glaus,Diamondbacks,270,10,10,3B+0,R,,-,1-2,3-4,5-6,7-11,12-15,-,16-17,-,18+
'01,1st,303,Jorge Posada,Yankees,430,10,C,C+6,S,,-,1-4,-,-,5-12,13-16,-,17-18,-,19-20
'00,1st,65,*Daryle Ward,Astros,450,9,C,LF-RF+0,L,,-,1-2,3-,4-,5-,6-14,-,15-16,-,17-20
'03,UL,103,**Chris Woodward,Blue Jays,340,9,13,"SS+4, 2B+2",R,,-,1-2,3-,4-5,6-8,9-15,-,16-17,18-,19+
'00,1st,434,Juan Gonzalez,Rangers,460,9,B,LF-RF+0,R,,-,1-2,-,3-5,6-7,8-14,-,15-16,-,17-20
'05,UL,188,Lew Ford,Twins,280,11,17,LF-RF+1,R,,-,1-,2-4,5-6,7-10,11-16,17-,18-19,-,20+
'02,UL,2,**Chris Singleton,Orioles,190,10,19,OF+2,L,,-,1-,2-4,5-7,8-,9-16,17-,18-19,20-21,22+
'00,1st,224,Eric Karros,Dodgers,360,8,B,1B+0,R,,-,1-,2-,3-4,5-7,8-12,13-,14-16,-,17-20
'01,1st,119,*Johnny Damon,Athletics,340,9,A,"CF+2, LF-RF+1",L,,-,-,1-2,3-4,5-8,9-14,15-16,17-18,19-,20+
'05,UL,166,Hee-Seop Choi,Dodgers,120,11,9,1B+1,L,,-,1-2,3-4,5-6,7-12,13-17,-,18-19,-,20+
'02,UL,190,Torii Hunter,Twins,250,9,17,"CF+3, LF-RF+2",R,,-,1-3,4-6,7-,8-9,10-15,-,16-17,-,18+
'03,UL,179,Doug Mientkiewicz,Twins,180,11,9,1B+0,L,,-,1-,2-3,4-6,7-11,12-17,-,18-19,-,20+
'03,UL,171,Richie Sexson,Brewers,290,10,8,1B+0,R,,-,1-2,3-4,5-6,7-10,11-16,-,17-18,-,19+
'04,UL,91,Austin Kearns,Reds,180,10,11,LF-RF+2,R,,-,1-2,3-4,5-,6-11,12-17,-,18-,-,19+
'02,UL,90,Brady Clark,Reds,210,11,13,LF-RF+1,R,,-,-,1-3,4-6,7-12,13-17,18-,-,-,19+
'01,1st,243,Richie Sexson,Brewers,300,8,B,"1B+1, LF-RF+1",R,,-,1-4,-,-,5-9,10-14,-,15-16,-,17-20
'01,1st,101,*Charles Johnson,Marlins,370,9,C,C+6,R,,-,1-3,4-,-,5-9,10-15,-,16-17,-,18-20
'02,UL,16,David Delucci,Diamondbacks,220,10,15,LF-RF+0,L,,-,1-3,4-6,-,7-9,10-16,-,17-,18-,19+
'02,UL,139,Mike Lowell,Marlins,190,10,10,3B+2,R,,-,1-,2-,3-6,7-9,10-16,-,17-18,-,19+
'00,1st,122,Greg Vaughn,Reds,410,8,A,LF-RF+2,R,,-,1-2,3-,4-5,6-12,13-,14-,15-,-,16-20
'04,UL,62,**Kenny Lofton,Yankees,280,10,22,CF+1,L,,-,1-,2-4,5-6,7-9,10-14,15-16,17-18,19-,20+
'05,UL,24,Johnny Estrada,Braves,360,11,8,C+4,S,S,-,1-,2-4,5-6,7-8,9-16,-,17-19,-,20+
'05,UL,275,Ryan Klesko,Padres,210,12,10,LF-RF+0,L,,-,1-,2-4,5-7,8-12,13-17,-,18-19,-,20+
'01,1st,11,Tim Salmon,Angels,340,9,C,LF-RF+1,R,,-,1-2,-,3-,4-10,11-15,-,16-17,-,18-20
'05,UL,45,Johnny Damon,Red Sox,320,11,17,CF+1,L,,-,1-,2-4,5-6,7-10,11-16,17-,18-19,-,20+
'01,1st,142,Jeff Cirillo,Rockies,300,9,B,3B+2,R,,-,-,1-2,3-,4-7,8-15,-,16-19,-,20+
'01,1st,125,Roberto Alomar,Indians,410,9,A,2B+2,S,,-,-,1-3,4-,5-8,9-14,15-16,17-18,-,19-20
'01,UL,125,Roberto Alomar,Indians,410,9,A,2B+2,S,,-,-,1-3,4-,5-8,9-14,15-16,17-18,-,19-20
'01,P,125,Roberto Alomar,Indians,410,9,A,2B+2,S,,-,-,1-3,4-,5-8,9-14,15-16,17-18,-,19-20
'05,UL,129,Luis Castillo,Marlins,150,11,18,2B+4,S,G,-,1-,2-5,6-,7-10,11-17,18-19,20-,-,21+
'05,UL,54,**Sammy Sosa,Orioles,320,11,10,LF-RF+1,R,,-,1-3,4-5,6-7,8-12,13-16,-,17-18,-,19+
'03,UL,86,**Miguel Olivo,White Sox,280,10,18,C+6,R,R,-,1-,2-4,5-6,7-10,11-14,15-16,17-18,19-,20+
'03,UL,4,Brad Fullmer,Angels,280,10,12,---,L,,-,1-,2-3,4-6,7-9,10-14,15-,16-18,-,19+
'05,UL,221,Derek Jeter,Yankees,300,10,18,SS+4,R,G,-,1-,2-4,5-6,7-9,10-15,16-,17-19,-,20+
'03,UL,177,Jacque Jones,Twins,300,10,11,LF-RF+2,L,,-,1-2,3-5,6-7,8-9,10-16,-,17-18,-,19+
'01,1st,132,Travis Fryman,Indians,300,9,C,3B+2,R,,-,1-,2-,3-,4-8,9-16,-,17-18,-,19-20
'02,UL,280,Bubba Trammell,Padres,190,10,14,LF-RF+1,R,,-,1-2,3-5,6-7,8-11,12-16,-,17-,-,18+
'05,UL,97,Matt Lawton,Indians,250,11,18,LF-RF+1,L,,-,1-,2-4,5-6,7-10,11-16,17-18,19-,-,20+
'00,1st,85,Mark Grace,Cubs,300,9,B,1B+0,L,,-,-,1-2,3-4,5-9,10-15,-,16-18,19-,20+
'00,DS,85,Mark Grace,Cubs,300,9,B,1B+0,L,,-,-,1-2,3-4,5-9,10-15,-,16-18,19-,20+
'01,1st,434,Frank Catalanotto,Rangers,300,9,B,"2B+2, 1B+0",L,,-,-,1-2,3-4,5-9,10-16,17-,18-,-,19-20
'03,UL,85,**Matt Stairs,Pirates,280,10,10,LF-RF+0,L,,-,1-,2-3,4-5,6-10,11-15,-,16-18,-,19+
'02,UL,188,Devon White,Brewers,240,10,17,"CF+1, LF-RF+0",S,,-,1-3,4-5,6-,7-10,11-15,16-,17-18,-,19+
'02,UL,66,**Carlos Pena,Athletics,240,10,16,1B+0,L,,-,1-5,6-,7-,8-11,12-16,-,17-18,-,19+
'01,1st,109,*Mark Grace,Diamondbacks,300,10,C,1B+0,L,,-,-,1-,2-4,5-11,12-16,-,17-19,-,20+
'01,1st,223,Dave Hansen,Dodgers,310,9,C,---,L,,-,1-2,3-,-,4-11,12-14,-,15-16,17-,18-20
'00,1st,16,Jay Bell,Diamondbacks,410,9,B,2B+2,R,,-,1-2,3-,4-5,6-10,11-14,-,15-16,17-,18-20
'00,1st,102,*Olmedo Saenz,Athletics,320,8,B,"3B+1, 1B+0",R,,-,-,1-,2-3,4-9,10-14,-,15-17,-,18-20
'03,UL,271,Dan Wilson,Mariners,280,11,9,C+4,R,,-,1-2,3-4,5-6,7-,8-17,-,18-19,-,20+
'02,UL,239,Jermaine Dye,Athletics,210,10,15,LF-RF+1,R,,-,1-2,3-5,6-,7-9,10-16,-,17-18,-,19+
'00,FS,253,Corey Koskie,Twins,350,9,B,3B+2,L,,-,1-2,3-,4-,5-8,9-16,-,17-18,-,19-20
'00,1st,253,Corey Koskie,Twins,350,9,B,3B+2,L,,-,1-2,3-,4-,5-8,9-16,-,17-18,-,19-20
'02,UL,4,*Mike Piazza,Mets,200,10,9,C+2,R,,-,1-2,3-4,5-7,8-9,10-15,-,16-17,-,18+
'02,ASG,41,Mike Piazza,Mets,230,10,9,C+2,R,,-,1-2,3-4,5-7,8-9,10-15,-,16-17,-,18+
'04,P,49,Tony Graffanino,White Sox,80,11,14,IF+1,R,,-,1-2,3-5,6-8,9-11,12-16,17-,18-19,-,20+
'05,UL,78,Juan Uribe,White Sox,350,9,12,2B+4,R,,-,1-,2-3,4-5,6-8,9-15,-,16-18,-,19+
'03,UL,82,**Ty Wigginton,Mets,270,10,11,3B+1,R,R,-,1-,2-4,5-6,7-9,10-15,-,16-18,-,19+
'01,1st,461,Shannon Stewart,Blue Jays,370,9,A,LF-RF+1,R,,-,1-,2-4,5-,6-7,8-14,15-,16-18,-,19-20
'02,ASG,4,Johnny Damon,Red Sox,300,11,20,CF+2,L,,-,1-,2-5,6-7,8-10,11-16,17-,18-19,20-24,25+
'05,UL,348,Vernon Wells,Blue Jays,280,9,12,CF+3,R,G,-,1-,2-3,4-5,6-9,10-15,-,16-18,-,19+
'03,UL,204,Derek Jeter,Yankees,280,11,20,SS+1,R,,-,1-2,3-5,6-,7-10,11-16,17-18,19-,-,20+
'01,1st,295,Derek Jeter,Yankees,410,10,A,SS+1,R,,-,1-,2-3,4-,5-8,9-16,17-,18-19,-,20+
'01,UL,295,Derek Jeter,Yankees,410,10,A,SS+1,R,,-,1-,2-3,4-,5-8,9-16,17-,18-19,-,20+
'00,1st,51,Albert Belle,Orioles,390,9,B,LF-RF+0,R,,-,-,1-2,3-4,5-10,11-14,15-,16-17,-,18-20
'03,UL,3,Darin Erstad,Angels,280,10,16,CF+3,L,G,-,1-,2-4,5-6,7-8,9-16,17-,18-19,-,20+
'04,UL,66,Ramon Martinez,Cubs,110,10,11,IF+0,R,,-,1-2,3-4,5-6,7-10,11-17,-,18-21,22-,23+
'05,UL,93,Casey Blake,Indians,290,10,11,3B+2,R,,-,1-2,3-4,5-6,7-10,11-16,-,17-18,-,19+
'02,UL,272,Wiki Gonzalez,Padres,190,10,11,C+6,R,,-,1-2,3-6,7-,8-10,11-17,-,-,-,18+
'00,1st,50,Brady Anderson,Orioles,500,10,A,OF+1,L,,-,1-,2-,3-5,6-12,13-16,17-,18-,-,19-20
'05,UL,65,**David Newhan,Orioles,310,11,13,LF-RF+0,L,,-,1-,2-3,4-5,6-8,9-16,17-,18-19,20-,21+
'05,UL,162,**Tony Clark,Diamondbacks,200,9,10,1B+0,S,,-,1-3,4-5,6-,7-10,11-15,-,16-17,-,18+
'03,UL,52,Johnny Damon,Red Sox,320,10,19,CF+1,L,,-,1-,2-4,5-6,7-9,10-14,15-16,17-18,19-,20+
'00,1st,333,Doug Glanville,Phillies,390,9,A,"CF+2, LF-RF+1",R,,-,1-,2-4,5-,6-7,8-14,15-16,17-18,19-,20+
'01,UL,343,Jason Kendall,Pirates,420,10,A,C+4,R,,-,-,1-3,4-,5-9,10-16,17-,18-19,-,20+
'01,1st,343,Jason Kendall,Pirates,420,10,A,C+4,R,,-,-,1-3,4-,5-9,10-16,17-,18-19,-,20+
'04,UL,33,*Joe Mauer,Twins,260,11,11,C+7,L,R,-,1-0,2-4,5-7,8-11,12-16,-,17-19,-,20+
'00,1st,276,Rondell White,Expos,340,8,B,OF+2,R,,-,-,1-3,4-,5-6,7-14,15-,16-,17-,18-20
'05,UL,35,Jerry Hairston,Orioles,100,11,14,LF-RF+2,R,,-,1-,2-3,4-6,7-10,11-17,18-,19-20,-,21+
'01,1st,176,Derrek Lee,Marlins,260,8,C,1B+0,R,,-,1-3,-,-,4-8,9-15,-,16-,-,17-20
'02,UL,335,Gabe Kapler,Rangers,240,11,17,"CF+2, LF-RF+1",R,,-,1-,2-5,6-7,8-12,13-16,17-,18-19,-,20+
'05,UL,333,Kevin Mench,Rangers,270,9,12,LF-RF+2,R,,-,1-,2-3,4-5,6-9,10-15,-,16-18,-,19+
'00,1st,133,David Justice,Indians,350,10,C,LF-RF+2,L,,-,1-2,3-4,5-,6-12,13-17,-,18-,-,19-20
'02,UL,78,**Mitch Meluskey,Tigers,280,11,10,C+4,S,,-,1-2,3-4,5-,6-10,11-17,-,18-19,-,20+
'00,1st,64,*Mitch Meluskey,Astros,400,10,B,C+6,S,,-,1-,2-3,4-5,6-10,11-15,-,16-19,-,20+
'04,UL,93,Jason LaRue,Reds,180,9,10,C+9,R,,-,1-2,3-4,5-,6-9,10-15,-,16-18,-,19+
'01,1st,18,*Jose Valentin,White Sox,400,8,A,"SS+3, OF+1",S,,-,1-2,-,3-4,5-8,9-12,13-,14-16,17-,18-20
'01,1st,108,Jose Valentin,White Sox,390,8,A,SS+3,S,,-,1-2,-,3-4,5-8,9-12,13-,14-16,17-,18-20
'01,1st,14,Mo Vaughn,Angels,260,8,C,1B+0,L,,-,1-3,-,-,4-9,10-15,-,16-,-,17-20
'00,1st,236,Jeff Cirillo,Brewers,370,10,B,3B+3,R,,-,1-,2-3,4-5,6-9,10-17,-,18-19,-,20+
'05,UL,192,Corey Koskie,Twins,280,10,12,3B+1,L,,-,1-2,3-4,5-6,7-10,11-15,-,16-18,-,19+
'05,UL,252,Jimmy Rollins,Phillies,330,10,20,SS+1,S,,-,1-,2-4,5-6,7-9,10-14,15-16,17-18,19-,20+
'00,1st,326,Randy Velarde,Athletics,380,9,A,2B+4,R,,-,1-,2-3,4-,5-8,9-16,17-,18-,19-,20+
'04,UL,85,**Lyle Overbay,Brewers,210,10,9,1B+1,L,,-,1-2,3-4,5-,6-10,11-16,-,17-19,-,20+
'02,UL,329,Greg Vaughn,Devil Rays,160,10,14,LF-RF+2,R,,-,1-5,-,6-7,8-12,13-15,16-,17-18,-,19+
'00,1st,428,Bubba Trammell,Devil Rays,370,9,C,LF-RF+1,R,,-,-,1-,2-4,5-9,10-15,-,16-17,-,18-20
'00,1st,91,Henry Rodriguez,Cubs,390,9,B,LF-RF+1,L,,-,1-3,-,4-5,6-9,10-15,-,16-17,-,18-20
'05,UL,143,**Jerry Hairston Jr.,Cubs,110,11,13,LF-RF+2,R,,-,1-,2-3,4-6,7-10,11-17,18-,19-20,-,21+
'04,UL,57,**Raul Mondesi,Pirates,240,10,20,LF-RF+1,R,,-,1-2,3-4,5-7,8-10,11-15,16-,17-18,-,19+
'02,UL,15,Craig Counsell,Diamondbacks,210,11,16,"2B+5, SS+3",L,,-,1-2,3-6,7-,8-12,13-19,-,20-24,-,25+
'05,UL,3,**Magglio Ordonez,Tigers,180,10,10,LF-RF+2,R,,-,1-,2-4,5-6,7-10,11-17,-,18-,-,19+
'02,UL,17,**Vinny Castilla,Braves,200,9,11,3B+2,R,,-,1-2,3-6,7-,8-10,11-14,-,15-16,-,17+
'01,1st,361,Phil Nevin,Padres,360,9,B,3B+1,R,,-,1-3,4-5,-,6-8,9-15,-,16-17,-,18-20
'01,UL,361,Phil Nevin,Padres,360,9,B,3B+1,R,,-,1-3,4-5,-,6-8,9-15,-,16-17,-,18-20
'02,UL,203,Orlando Cabrera,Expos,280,10,17,SS+5,R,,-,-,1-4,5-7,8-9,10-15,16-,17-19,-,20+
'04,UL,56,**Ivan Rodriguez,Tigers,230,11,12,C+7,R,,-,1-2,3-5,6-7,8-11,12-16,17-,18-19,-,20+
'01,1st,428,Fred McGriff,Devil Rays,270,9,C,1B+0,L,,-,1-2,3-4,5-,6-10,11-17,-,-,-,18-20
'02,UL,100,Russell Branyan,Indians,240,9,14,"3B+1, LF-RF+1",L,,-,1-6,-,-,7-11,12-14,-,15-16,-,17+
'05,UL,61,Nomar Garciaparra,Cubs,240,11,12,SS+2,R,,-,1-,2-3,4-6,7-9,10-17,-,18-19,-,20+
'05,UL,148,Mike Lamb,Astros,220,10,9,3B+2,L,,-,1-2,3-4,5-6,7-10,11-16,-,17-18,-,19+
'02,UL,251,Marlon Anderson,Phillies,260,10,15,2B+5,L,,-,-,1-5,6-,7-8,9-17,-,18-19,-,20+
'05,UL,163,**Edgar Renteria,Red Sox,350,10,15,SS+2,R,,-,1-,2-3,4-5,6-8,9-15,16-,17-19,-,20+
'05,UL,163,**Edgar Renteria,Red Sox,350,10,15,SS+2,R,,-,1-,2-3,4-5,6-8,9-15,16-,17-19,-,20+
'05,P,3,Larry Bigbie,Orioles,280,10,12,LF-RF+1,L,,-,1-2,3-5,6-,7-9,10-16,-,17-18,-,19+
'05,UL,26,Rafael Furcal,Braves,240,10,20,SS+4,S,,-,1-,2-4,5-6,7-10,11-15,16-17,18-19,-,20+
'05,UL,207,Mike Cameron,Mets,290,9,18,CF+1,R,,-,1-2,3-,4-6,7-10,11-13,14-,15-17,-,18+
'00,1st,278,Edgardo Alfonzo,Mets,350,9,B,2B+5,R,,-,-,1-,2-5,6-10,11-16,-,17-18,-,19-20
'04,UL,187,Keith Ginter,Brewers,290,10,9,"2B+1, 3B+0",R,,-,1-2,3-0,4-5,6-9,10-16,-,17-18,-,19+
'02,UL,78,*Tony Batista,Orioles,230,9,17,3B+1,R,,-,1-2,3-,4-6,7-8,9-14,-,15-17,-,18+
'03,UL,11,Tim Salmon,Angels,250,11,11,LF-RF+1,R,,-,1-2,3-4,5-6,7-11,12-16,-,17-19,-,20+
'05,UL,3,Darin Erstad,Angels,170,10,15,1B+1,L,G,-,1-,2-4,5-6,7-9,10-16,17-,18-19,-,20+
'00,1st,50,*Brent Mayne,Rockies,350,10,B,C+6,R,,-,1-2,3-,4-,5-8,9-15,-,16-20,-,-
'05,P,21,Pedro Feliz,Giants,230,9,11,"1B+1, 3B+1",R,,-,1-2,3-4,5-6,7-8,9-15,-,16-18,-,19+
'05,UL,79,Jose Valentin,White Sox,240,9,12,SS+4,L,,-,1-2,3-,4-6,7-11,12-15,-,16-17,-,18+
'05,UL,131,**Jose Valentin,Dodgers,260,9,12,SS+4,L,,-,1-2,3-,4-6,7-11,12-15,-,16-17,-,18+
'01,1st,403,J. D. Drew,Cardinals,340,9,A,LF-RF+1,L,,-,1-3,-,-,4-10,11-16,17-,18-,-,19-20
'03,UL,260,Bret Boone,Mariners,290,9,13,2B+4,R,G,-,1-,2-4,5-,6-9,10-15,16-,17-18,-,19+
'02,UL,321,Fernando Vina,Cardinals,230,11,20,2B+3,L,,-,-,1-4,5-7,8-9,10-17,18-,19-,20-23,24+
'00,1st,112,Mike Cameron,Reds,340,8,A,OF+2,R,,-,1-3,-,4-,5-11,12-,13-14,15-17,18-,19-20
'00,1st,122,*Mike Cameron,Mariners,330,8,A,OF+2,R,,-,1-3,-,4-,5-11,12-,13-14,15-17,18-,19-20
'01,1st,119,Chris Stynes,Reds,320,9,B,3B+2,R,,-,1-,2-4,5-,6-7,8-16,-,17-18,-,19-20
'04,UL,345,Josh Phelps,Blue Jays,300,10,9,DH,R,,-,1-2,3-4,5-,6-9,10-16,-,17-18,-,19+
'01,1st,407,Ray Lankford,Cardinals,350,9,B,LF-RF+1,L,,-,1-5,-,-,6-12,13-15,-,16-,17-,18-20
'04,UL,279,Mark Loretta,Padres,280,11,11,2B+2,R,,-,1-,2-4,5-6,7-9,10-17,-,18-19,-,20+
'04,UL,105,Travis Hafner,Indians,160,9,13,1B+1,L,,-,1-2,3-4,5-6,7-9,10-15,-,16-18,-,19+
'04,UL,45,**Ben Broussard,Indians,200,9,13,1B+1,L,,-,1-2,3-4,5-6,7-9,10-15,-,16-18,-,19+
'03,UL,216,Eric Chavez,Athletics,310,10,12,3B+3,L,"S,G",-,1-2,3-4,5-7,8-11,12-16,-,17-18,-,19+
'00,1st,66,*Mark Quinn,Royals,390,9,B,DH,R,,-,1-2,-,3-5,6-7,8-15,-,16-17,-,18-20
'00,1st,453,Tony Fernandez,Blue Jays,390,10,B,3B+1,S,,-,-,1-3,4-,5-9,10-16,-,17-19,-,20+
'02,UL,21,*Dustan Mohr,Twins,190,10,11,OF+1,R,,-,1-2,-,3-6,7-9,10-16,-,17-18,-,19+
'05,UL,8,Jose Guillen,Angels,310,10,11,LF-RF+1,R,,-,1-,2-4,5-6,7-9,10-16,-,17-18,-,19+
'05,UL,102,**Jose Guillen,Nationals,350,10,11,LF-RF+1,R,,-,1-,2-4,5-6,7-9,10-16,-,17-18,-,19+
'00,1st,379,Jeff Kent,Giants,340,8,B,2B+3,R,,-,1-,-,2-3,4-8,9-12,13-,14-17,-,18-20
'00,DS,379,Jeff Kent,Giants,340,8,B,2B+3,R,,-,1-,-,2-3,4-8,9-12,13-,14-17,-,18-20
'01,UL,115,Barry Larkin,Reds,320,9,A,SS+1,R,,-,-,1-2,3-,4-8,9-15,16-,17-18,19-,20+
'01,1st,115,Barry Larkin,Reds,320,9,A,SS+1,R,,-,-,1-2,3-,4-8,9-15,16-,17-18,19-,20+
'04,UL,160,**Corey Koskie,Blue Jays,300,10,10,3B+1,L,,-,1-2,3-4,5-6,7-10,11-15,-,16-18,-,19+
